年,月,日,レース番号,場所,略レース名,トラック,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,アスクオンディープ,1,セ,5,西塚洸二,55,,1,-0.2,8,21.4,1.47.3,0,0,1,1,逃げ,35.9,6,ディープインパクト,20190423
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ルクスビッグスター,2,牡,4,岩田望来,57,,2,0.2,4,11.5,1.47.5,0,0,7,6,差し,35.5,5,キタサンブラック,20200520
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ジーニアスバローズ,3,牡,4,菱田裕二,57,,10,1.4,6,19,1.48.7,0,0,6,6,中団,36.8,10,ハーツクライ,20200430
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ロードマンハイム,4,牡,4,モリス,57,,8,0.9,5,15.2,1.48.2,0,0,5,4,先行,36.5,8,ロードカナロア,20200207
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ティムール,5,牡,4,鮫島克駿,57,,3,0.2,2,4,1.47.5,0,0,10,8,差し,35.2,2,キズナ,20200228
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ヴィトーリア,6,牡,6,富田暁,58,B,5,0.6,14,86.5,1.47.9,0,0,14,11,中団,35.3,3,ドゥラメンテ,20180328
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,フォーサイドナイン,7,牡,4,団野大成,57,,14,2.3,17,270,1.49.6,0,0,7,8,中団,37.5,14,サトノダイヤモンド,20200305
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,コナブラック,8,牡,5,ルメート,58,,11,1.9,13,72.1,1.49.2,0,0,10,11,中団,36.8,10,キタサンブラック,20190304
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ワンダイレクト,9,牡,4,武豊,57,,9,1.3,3,4.1,1.48.6,0,0,16,11,中団,35.9,6,ハービンジャー,20200504
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,トリオンファルマン,10,牝,4,角田大和,54,,6,0.6,12,53.8,1.47.9,0,0,14,16,後方,35.3,3,キズナ,20200411
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,マグマオーシャン,11,牡,5,松山弘平,58,,12,2,16,149.7,1.49.3,0,0,13,16,後方,36.7,9,ディープブリランテ,20190220
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,アンテロース,12,牡,4,吉田隼人,57,,7,0.9,7,21.1,1.48.2,0,0,2,2,先行,36.8,10,モーリス,20200218
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,シルヴァーデューク,13,牡,4,川田将雅,57,,13,2.1,1,3.2,1.49.4,0,0,2,3,先行,37.9,16,シルバーステート,20200331
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,マテンロウボンド,14,牡,5,藤岡佑介,58,,17,3.2,10,31.9,1.50.5,0,0,2,4,先行,38.9,17,キズナ,20190506
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ノーブルライジング,15,牡,4,国分恭介,57,,4,0.6,9,28.5,1.47.9,0,0,17,11,差し,35.1,1,キズナ,20200421
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,ニホンピロアリー,16,牝,4,田口貫太,53,,15,2.5,15,144.8,1.49.8,0,0,7,8,中団,37.7,15,キンシャサノキセキ,20200129
24,1,6,12,京都,１勝ｸﾗｽ,芝,1800,良,曇,17,アルファヒディ,17,セ,5,西村淳也,58,,16,2.5,11,47.1,1.49.8,0,0,10,11,中団,37.4,13,ハーツクライ,20190402
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,スマートレザルト,1,牡,3,和田竜二,57,,14,2.6,5,10,1.57.9,4,3,4,5,中団,42.3,16,オルフェーヴル,20210209
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ケイアイアンタレス,2,牡,3,藤懸貴志,57,,5,0.7,13,335.7,1.56.0,11,11,13,8,中団,39,1,マジェスティックウォリアー,20210318
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,マテンロウタイム,3,牡,3,横山典弘,57,,9,1.6,7,16.1,1.56.9,6,5,7,7,中団,40.8,10,Nyquist,20210509
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,タイセイガスト,4,牡,3,西塚洸二,54,,13,2.4,14,408.3,1.57.7,6,7,7,8,中団,41.5,14,ダンカーク,20210509
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ジャスパーサン,5,牡,3,松本大輝,56,,12,2.2,15,412,1.57.5,14,14,11,13,後方,40.9,11,ドゥラメンテ,20210507
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ドレフォンエンゼル,6,牝,3,国分恭介,55,,11,2.1,12,210.8,1.57.4,15,15,13,15,後方,40.2,8,ドレフォン,20210316
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,サンティヨン,7,牡,3,田口貫太,55,,3,0.7,11,125,1.56.0,9,9,9,8,差し,39.5,3,ブリックスアンドモルタル,20210216
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ベラジオラオウ,8,牡,3,岩田望来,57,,2,0,1,2.9,1.55.3,2,1,1,1,逃げ,40.1,6,パイロ,20210606
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,カツラノキサノキ,9,牡,3,川田将雅,57,,1,0,4,6.4,1.55.3,1,2,2,2,先行,40,5,リオンディーズ,20210502
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ジョーインテビット,10,牡,3,永島まな,54,,10,1.7,8,44.9,1.57.0,5,5,4,4,先行,41.4,13,ジョーカプチーノ,20210212
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,クリノガリバー,11,牡,3,河原田菜,53,,16,2.6,16,460.1,1.57.9,12,13,15,15,後方,40.7,9,リアルインパクト,20210212
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ミナデオロ,12,牡,3,松山弘平,57,,15,2.6,2,4.1,1.57.9,6,7,6,6,中団,42,15,レイデオロ,20210207
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,メイショウモモタ,13,牡,3,藤岡佑介,57,,8,1.3,9,92,1.56.6,16,16,15,14,後方,39.5,3,サンダースノー,20210515
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,ケロシンドリームズ,14,牡,3,幸英明,57,,6,1.1,3,4.8,1.56.4,3,3,3,3,先行,40.9,11,コパノリッキー,20210225
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,レグロスヴァーグ,15,牡,3,ルメート,57,,3,0.7,10,111.9,1.56.0,12,11,11,12,追込,39.3,2,ルーラーシップ,20210410
24,1,7,1,京都,未勝利,ダ,1800,良,晴,16,タイセイマーシャル,16,牡,3,松若風馬,57,,7,1.2,6,12.1,1.56.5,10,9,9,8,中団,40.1,6,ヘニーヒューズ,20210205
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,モニーレ,1,牝,3,岩田望来,55,,13,4.5,8,16,2.00.1,5,4,7,9,中団,42.1,13,ドレフォン,20210425
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,シンコーナホチャン,2,牝,3,秋山真一,55,,0,----,,,0.00.0,0,0,0,0,,,0,パイロ,20210416
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,カンカール,3,牝,3,永島まな,52,,6,2.4,5,11.7,1.58.0,5,4,7,8,中団,40,8,シャンハイボビー,20210317
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,アムールベル,4,牝,3,田中健,55,,9,2.6,13,124.8,1.58.2,13,13,13,12,後方,39.5,6,カリフォルニアクローム,20210304
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,ファストフライト,5,牝,3,松山弘平,55,,12,4.3,3,5.7,1.59.9,1,1,1,2,逃げ,42.6,14,ドレフォン,20210305
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,タマモナポリ,6,牝,3,西塚洸二,52,,11,3.8,12,101,1.59.4,2,2,4,5,中団,41.7,10,カレンブラックヒル,20210312
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,ラッキーマリリン,7,牝,3,和田竜二,55,,5,2.1,6,14.2,1.57.7,2,4,11,12,後方,39.1,3,ホッコータルマエ,20210323
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,クリノルイーズ,8,牝,3,田口貫太,53,,4,2.1,4,7.6,1.57.7,5,9,7,7,差し,39.7,7,キンシャサノキセキ,20210417
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,ジョウショーローズ,9,牝,3,松本大輝,54,,14,4.6,14,204.9,2.00.2,10,9,11,12,後方,41.7,10,リアルスティール,20210414
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,バタフライロック,10,牝,3,角田大河,54,,7,2.4,9,22.4,1.58.0,2,2,4,5,中団,40.3,9,ヘニーヒューズ,20210207
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,ナデナデ,11,牝,3,酒井学,55,,3,2,11,42.7,1.57.6,10,12,10,9,差し,39.2,4,リアルスティール,20210430
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,ファセット,12,牝,3,ルメート,55,,2,0.9,7,14.3,1.56.5,10,9,4,4,先行,38.7,2,マジェスティックウォリアー,20210220
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,ミヤジブリヤン,13,牝,3,浜中俊,55,,10,3.7,2,3.9,1.59.3,8,4,2,2,先行,41.9,12,エピファネイア,20210410
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,アマンディーヌ,14,牝,3,吉田隼人,55,,8,2.5,10,42.4,1.58.1,13,13,13,11,後方,39.3,5,ロジャーバローズ,20210303
24,1,7,2,京都,新馬・牝,ダ,1800,良,晴,15,メイショウタムシバ,15,牝,3,武豊,55,,1,-0.9,1,3.4,1.55.6,9,4,2,1,先行,38.1,1,ダノンレジェンド,20210313
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,サンノーブル,1,セ,3,和田翼,57,,3,0.2,5,16.4,1.26.9,0,0,4,4,先行,37.6,3,ダノンレジェンド,20210412
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,メイショウポワロ,2,牝,3,今村聖奈,52,,12,1.8,12,102,1.28.5,0,0,10,10,中団,38.5,12,メイショウボーラー,20210401
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,アスターエルビウム,3,セ,3,河原田菜,53,,16,2.2,16,297.9,1.28.9,0,0,16,16,後方,38.2,8,カリフォルニアクローム,20210216
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,タイセイファルクス,4,牡,3,川須栄彦,57,,8,1.4,11,89.3,1.28.1,0,0,7,6,中団,38.5,12,スマートファルコン,20210321
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,エーケーリターン,5,牡,3,城戸義政,57,,14,2,14,175.6,1.28.7,0,0,12,13,後方,38.4,9,ストロングリターン,20210316
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,ナムラビオラ,6,牝,3,幸英明,55,,6,1.1,6,26.2,1.27.8,0,0,7,9,中団,38,4,ワールドエース,20210428
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,リアルモハメド,7,牡,3,岩田康誠,57,,7,1.2,7,34.3,1.27.9,0,0,4,6,中団,38.4,9,リオンディーズ,20210518
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,ルディック,8,牡,3,ルメート,57,,2,0.1,1,1.4,1.26.8,0,0,7,6,差し,37,1,Into Mischief,20210403
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,タイセイアレス,9,牡,3,団野大成,57,,5,0.6,13,119.7,1.27.3,0,0,1,1,逃げ,38.4,9,ベストウォーリア,20210405
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,カフジホルミウム,10,牡,3,古川吉洋,57,,13,2,8,44.7,1.28.7,0,0,12,13,後方,38.5,12,ビッグアーサー,20210322
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,パトジュニア,11,牡,3,武豊,57,,1,-0.1,3,8,1.26.7,0,0,3,3,先行,37.4,2,St Patrick's Day,20210121
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,マーベリックシチー,12,牡,3,富田暁,57,,11,1.8,4,15.3,1.28.5,0,0,15,13,後方,38,4,パイロ,20210203
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,クリノキングマン,13,牡,3,永島まな,54,,9,1.5,2,5.7,1.28.2,0,0,12,10,中団,38.1,7,ラブリーデイ,20210415
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,ダイキリ,14,牡,3,田口貫太,55,B,15,2,10,85.2,1.28.7,0,0,10,12,後方,38.7,15,ラニ,20210406
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,ハクサンシャトル,15,牡,3,鮫島良太,57,,10,1.8,9,77.9,1.28.5,0,0,4,5,中団,39,16,ハクサンムーン,20210320
24,1,7,3,京都,未勝利,ダ,1400,良,晴,16,ピンネシリ,16,牡,3,松若風馬,57,,4,0.4,15,205.1,1.27.1,0,0,2,2,先行,38,4,ゴールドアクター,20210216
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,マイネルフォーコン,1,牡,4,川田将雅,58,,2,0.2,2,3.5,1.12.8,0,0,1,1,逃げ,37.7,5,アジアエクスプレス,20200405
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,ルワンジュ,2,牡,5,藤懸貴志,58,,4,0.8,13,95.9,1.13.4,0,0,12,12,追込,37.2,3,イスラボニータ,20190421
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,メイショウヒュウガ,3,牡,4,団野大成,58,,13,2.3,10,45.3,1.14.9,0,0,13,14,後方,38.5,10,ダンカーク,20200401
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,カレンチャンキー,4,牝,4,秋山真一,56,B,6,1.1,7,19.7,1.13.7,0,0,2,2,先行,38.4,9,アスカクリチャン,20200422
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,アインシュペンナー,5,牝,5,鮫島克駿,56,,11,1.9,6,15.4,1.14.5,0,0,6,3,先行,39,14,リオンディーズ,20190321
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,ディアドコス,6,牡,4,松本大輝,57,,14,2.3,12,89.8,1.14.9,0,0,15,15,後方,38.3,7,ネロ,20200309
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,エメラルドビーチ,7,牡,4,岩田望来,58,,1,-0.2,1,2.4,1.12.6,0,0,11,8,差し,36.4,2,Gleneagles,20200410
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,レインメーカー,8,牡,4,藤岡康太,58,B,8,1.5,9,44.5,1.14.1,0,0,6,6,中団,38.5,10,モーリス,20200311
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,グローバリスト,9,牡,4,幸英明,58,,15,2.6,11,52.7,1.15.2,0,0,2,6,中団,39.7,15,シニスターミニスター,20200307
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,デアデルマーレ,10,牝,4,吉田隼人,56,B,9,1.6,5,15,1.14.2,0,0,9,8,中団,38.3,7,シルバーステート,20200327
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,ビリーズバウンス,11,牡,5,永島まな,55,,10,1.8,14,104.5,1.14.4,0,0,2,3,先行,38.9,13,ミッキーアイル,20190427
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,ゴッドセンド,12,牡,4,西塚洸二,55,,5,1,4,9.8,1.13.6,0,0,2,3,先行,38.1,6,アジアエクスプレス,20200327
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,クラップアンドチア,13,牡,5,亀田温心,58,,12,1.9,8,40.9,1.14.5,0,0,8,8,中団,38.7,12,トゥザグローリー,20190515
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,マイネルサンテ,14,牡,4,田口貫太,56,,3,0.5,16,275.8,1.13.1,0,0,16,15,追込,36.2,1,ヘニーヒューズ,20200526
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,マルモリキング,15,牡,4,和田竜二,58,,7,1.3,3,6.2,1.13.9,0,0,13,11,後方,37.6,4,ホッコータルマエ,20200222
24,1,7,4,京都,１勝ｸﾗｽ,ダ,1200,良,晴,16,エーティースピカ,16,牝,4,富田暁,56,,16,3.3,15,197.3,1.15.9,0,0,9,13,後方,39.9,16,タリスマニック,20200306
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ロードトレゾール,1,牡,3,岩田望来,57,,16,2.9,3,8.7,1.39.6,0,0,1,1,逃げ,39.9,16,ロードカナロア,20210212
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,クリノイザナミ,2,牝,3,幸英明,55,,17,6.2,13,238.6,1.42.9,0,0,3,5,中団,42.8,17,ニューイヤーズデイ,20210421
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,レイム,3,牝,3,永島まな,52,,7,0.9,12,206.6,1.37.6,0,0,6,7,中団,37.3,10,トランセンド,20210418
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,スターアドミラル,4,牡,3,団野大成,57,,5,0.7,4,10.4,1.37.4,0,0,2,2,先行,37.6,13,レッドファルクス,20210313
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,リアリータイト,5,牝,3,田口貫太,53,,6,0.7,10,65.7,1.37.4,0,0,3,3,先行,37.4,11,キズナ,20210407
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ウィンカラー,6,牝,3,古川吉洋,55,,13,1.6,15,326.2,1.38.3,0,0,17,15,後方,36.5,3,サンダースノー,20210402
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ブイキャット,7,牝,3,横山典弘,55,,8,1,7,28.3,1.37.7,0,0,13,14,後方,36.5,3,モーリス,20210414
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,シャドフ,8,牝,3,武豊,55,,11,1.2,5,14.6,1.37.9,0,0,8,8,中団,37.4,11,スワーヴリチャード,20210329
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,メイショウガイフウ,9,牡,3,角田大和,56,,14,1.7,14,244.2,1.38.4,0,0,10,10,中団,37.7,14,キズナ,20210117
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,クスクス,10,牝,3,松本大輝,54,,10,1.1,11,124.4,1.37.8,0,0,16,17,後方,36.1,1,リーチザクラウン,20210218
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ホットサマーナイト,11,牝,3,松山弘平,55,,4,0.5,1,2.3,1.37.2,0,0,10,10,差し,36.5,3,Dubawi,20210401
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ミッキースターダム,12,牡,3,川田将雅,57,,2,0.2,2,2.5,1.36.9,0,0,6,5,差し,36.6,6,エピファネイア,20210212
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,クリノアクアマリン,13,牝,3,森裕太朗,55,,12,1.5,16,560,1.38.2,0,0,13,13,後方,37.1,9,アスカクリチャン,20210408
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,グランエシェゾー,14,牝,3,Ｍ．デム,55,,3,0.2,8,35.2,1.36.9,0,0,8,8,差し,36.4,2,Sharp Azteca,20210123
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ドントレットゴー,15,牝,3,岩田康誠,55,,9,1.1,9,62.9,1.37.8,0,0,10,10,中団,37,8,アメリカンペイトリオット,20210325
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,コスモモアナ,16,牡,3,角田大河,56,,0,----,,,0.00.0,0,0,0,0,,,0,アルアイン,20210327
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,グロリアラウス,17,牡,3,ルメート,57,,1,-0.2,6,23.2,1.36.7,0,0,3,3,先行,36.7,7,リアルインパクト,20210124
24,1,7,5,京都,未勝利,芝,1600,良,晴,18,ウェディングケーキ,18,牝,3,水口優也,55,,15,2.8,17,591.1,1.39.5,0,0,15,16,後方,38,15,サトノアラジン,20210402
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,ガルデルクラージュ,1,牡,3,富田暁,57,,7,2,8,60.3,2.04.8,9,9,5,6,中団,36,7,ルーラーシップ,20210219
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,アドマイヤテラ,2,牡,3,川田将雅,57,,1,-0.4,1,2.7,2.02.8,8,8,2,2,ﾏｸﾘ,34.4,2,レイデオロ,20210207
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,エルサビオ,3,牡,3,ルメート,57,,4,0.8,2,3.6,2.03.6,6,5,5,3,先行,35.1,5,レイデオロ,20210401
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,カエルム,4,牡,3,Ｍ．デム,57,,3,0.6,5,16.3,2.03.4,2,2,3,3,先行,34.8,4,ブラックタイド,20210313
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,スノーブリザード,5,牡,3,鮫島良太,57,,5,0.8,9,344,2.03.6,4,3,7,6,中団,34.7,3,ゴールドアクター,20210317
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,サンセットビュー,6,牝,3,松山弘平,55,,0,----,6,17.2,0.00.0,4,6,0,0,,,0,ドゥラメンテ,20210223
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,ヴィクトリアドール,7,牝,3,藤岡康太,55,,8,2.5,7,25.5,2.05.3,3,3,3,3,先行,36.8,8,スワーヴリチャード,20210213
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,ブラーヴイストワル,8,牡,3,武豊,57,,6,0.8,4,6,2.03.6,1,1,1,1,逃げ,35.3,6,ロードカナロア,20210119
24,1,7,6,京都,１勝ｸﾗｽ*,芝,2000,良,晴,9,ナムラエイハブ,9,牡,3,和田竜二,57,,2,0.4,3,3.7,2.03.2,7,6,8,6,差し,34.3,1,リアルスティール,20210217
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,ハローサブリナ,1,牝,5,吉田隼人,56,B,13,9.5,3,8.2,2.10.4,1,1,3,13,逃げ,46.7,13,ハーツクライ,20190516
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,タッチャブル,2,牡,4,松山弘平,57,,12,4.2,4,17,2.05.1,2,2,1,2,逃げ,42,12,リアルスティール,20200210
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,アマートカヴァロ,3,牡,4,藤岡康太,57,,9,2.2,13,94.4,2.03.1,6,6,7,7,中団,39.6,9,サトノクラウン,20200315
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,リオンエトワール,4,牡,4,国分優作,57,,7,1.4,9,50.1,2.02.3,11,11,11,11,後方,38.5,5,ルーラーシップ,20200303
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,ジョウショーパワー,5,牡,4,岩田望来,57,B,8,1.4,8,38.7,2.02.3,9,7,11,12,後方,38.5,5,バンドワゴン,20200409
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,サンデーヒーロー,6,牡,4,田口貫太,55,,4,0.9,10,53.5,2.01.8,8,7,7,7,差し,38.3,4,サトノダイヤモンド,20200419
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,アドマイヤソラ,7,牡,4,川田将雅,57,,10,2.7,2,3.1,2.03.6,3,3,3,3,先行,40.3,10,ロードカナロア,20200213
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,エレアイム,8,牝,5,ルメート,56,,11,4.1,11,64.2,2.05.0,6,7,3,3,先行,41.7,11,ルーラーシップ,20190327
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,サーティファイド,9,牡,5,幸英明,58,,2,0.3,6,24,2.01.2,12,12,11,7,差し,37.4,1,マクフィ,20190321
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,フェニックスループ,10,牡,5,富田暁,58,B,5,1.2,12,65.1,2.02.1,13,13,7,3,ﾏｸﾘ,38.6,7,キングカメハメハ,20190420
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,ハギノサステナブル,11,牡,4,鮫島克駿,57,B,1,-0.3,1,1.9,2.00.9,4,3,2,1,先行,37.8,2,サトノダイヤモンド,20200420
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,エアフォースワン,12,牡,5,菱田裕二,58,,3,0.8,7,29.5,2.01.7,10,10,7,7,差し,38.2,3,リヤンドファミユ,20190408
24,1,7,7,京都,１勝ｸﾗｽ,ダ,1900,良,晴,13,テンカオーライ,13,牡,4,荻野極,57,B,6,1.3,5,18.1,2.02.2,5,5,3,3,先行,38.9,8,マインドユアビスケッツ,20200207
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,ヴァクストゥーム,1,牡,7,水口優也,58,,8,1.4,15,227.2,1.27.0,0,0,15,15,後方,36.8,3,プリサイスエンド,20170313
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,グッドグロウス,2,牡,5,国分恭介,58,,14,2.5,7,19.2,1.28.1,0,0,15,16,後方,37.7,7,マジェスティックウォリアー,20190421
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,シモズル,3,牝,4,角田大河,54,,10,1.5,8,28.5,1.27.1,0,0,8,8,中団,37.9,9,アメリカンペイトリオット,20200407
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,アドバンスドリーム,4,牡,5,松若風馬,58,,7,1.1,10,44.3,1.26.7,0,0,5,5,中団,37.7,7,Speightstown,20190204
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,ダイリュウホマレ,5,牝,4,松山弘平,55,,11,1.8,2,3.4,1.27.4,0,0,1,2,逃げ,38.7,14,ヘニーヒューズ,20200319
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,シュガーフロート,6,牝,5,西塚洸二,53,,12,1.9,9,31.2,1.27.5,0,0,5,5,中団,38.5,13,Mohaymen,20190501
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,カッティングジェム,7,牡,4,菱田裕二,57,,3,0.8,11,45.8,1.26.4,0,0,13,11,追込,36.6,2,シャンハイボビー,20200526
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,カセノミオ,8,牝,4,田口貫太,53,,2,0.1,1,3,1.25.7,0,0,2,1,先行,37,5,アジアエクスプレス,20200520
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,ジャスパージェット,9,牡,5,松本大輝,57,,4,0.8,13,157.7,1.26.4,0,0,8,8,差し,37.2,6,ドゥラメンテ,20190415
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,テイエムファルコン,10,牡,7,鮫島良太,58,,5,1.1,16,283.4,1.26.7,0,0,14,12,後方,36.8,3,スマートファルコン,20170512
24,1,7,8,京都,２勝ｸﾗｽ,ダ,1400,良,晴,16,ヤマニンルリュール,11,牝,6,富田暁,56,,9,1.5,3,6,1.27.1,0,0,5,5,中団,38.1,11,ヴィクトワールピサ,20180209
